photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation,iso_noise_bin_label,iso_noise_label,DoF_bin,DoF,exposure_label,focal_label_bin,focal_label
9SYqx5Pfohs,OLYMPUS CORPORATION,E-M1MarkII,400,8,4,1/160,0,0,0,1,1,1,0,0
iFKMVFKY03c,SONY,ILCE-7RM3,320,55,1.8,1/250,1,0,0,0,0,1,0,1
G80MG5ib42o,Sony,ILCE-7M3,,,,,0,,,,,,,
HUGWwCoOuz0,Canon,EOS R,6400,25,3.5,20,1,1,2,0,1,0,0,0
SW_xwRasov4,Canon,Canon EOS 5D Mark IV,125,85,1.4,1/8000,0,0,0,0,0,2,0,1
OxHszlgpyaE,Canon,Canon EOS 5D Mark II,1600,85,5,1/800,0,1,1,1,1,2,0,1
FRVQ4P49YIs,Canon,Canon EOS 7D,100,43,2.8,1/30,0,0,0,0,0,1,0,1
Q4BHlxIuueM,SONY,ILCE-7M3,1600,85,4.5,1/200,1,1,1,1,1,1,0,1
H9171zVgdYY,SONY,ILCE-7M3,500,41,3.5,1/640,0,1,1,0,1,2,0,1
h0pCPqWlY3M,NIKON CORPORATION,NIKON 1 J1,400,18.2,8,1/1600,0,0,0,1,2,2,0,0
wzZJWkSofio,,,,,,,0,,,,,,,
SAxa7U4d7ys,SONY,ILCE-6500,100,16,1.4,1/4000,0,0,0,0,0,2,0,0
hxEtnwqqmmY,Canon,Canon EOS 6D Mark II,800,40,4,30,1,1,1,1,1,0,0,1
O1oHVSGxowI,HUAWEI,ELE-L29,50,7.5,2.4,1/2300,0,0,0,0,0,2,0,0
10OwcE0jKq0,FUJIFILM,X-T3,160,90,6.4,1/550,0,0,0,1,2,2,1,2
4J16oO4MmXs,Apple,iPhone X,50,4,1.8,1/15,0,0,0,0,0,1,0,0
JsKyNyUUk58,NIKON CORPORATION,NIKON D7200,200,40,5,1/320,1,0,0,1,1,2,0,1
ww2S2eKgbKE,SONY,ILCE-7RM3,12800,24,8,1/1600,1,1,2,1,2,2,0,0
mpnzMc6I6jc,Canon,Canon EOS Rebel T6,100,55,8,1/80,0,0,0,1,2,1,0,1
M3-kUGFYyUE,NORITSU KOKI,EZ Controller,,,,,1,,,,,,,
s4_PsrPLOWE,Canon,Canon PowerShot G1 X Mark III,100,45,5.6,1/125,1,0,0,1,1,1,0,1
khKOcDDJlds,,,,,,,0,,,,,,,
mYbCwgRYMXw,Canon,Canon EOS 80D,4000,55,5.6,1/80,1,1,2,1,1,1,0,1
MHBJeSSQfx8,Canon,Canon EOS 700D,3200,18,22,1/40,0,1,2,1,2,1,0,0
gALfFBldv3o,,,,,,,0,,,,,,,
gRPLMaT4AA4,Canon,Canon EOS 5DS,50,70,2.8,1/160,0,0,0,0,0,1,0,1
HwQlPnLtaN4,SONY,ILCE-7M3,100,50,1.4,1/3200,0,0,0,0,0,2,0,1
gBUyfLDGaow,SONY,ILCE-7RM3,1000,560,10,1/400,0,1,1,1,2,2,1,2
ztH8dJavyzI,Canon,Canon EOS 77D,100,179,5.6,1/50,1,0,0,1,1,1,1,2
dtLvByNVgcE,NIKON CORPORATION,NIKON D600,800,20,1.4,1/250,1,1,1,0,0,1,0,0
0H92ha6c9SI,,,,,,,0,,,,,,,
n4o-Bx71I08,Canon,Canon EOS 5D Mark III,100,45,1.8,1/3000,0,0,0,0,0,2,0,1
mSkgsX7TDdk,DJI,FC2103,200,4.5,2.8,1/320,1,0,0,0,0,2,0,0
K0vp1x2vC9g,,,,,,,1,,,,,,,
0ytwNH74s3A,FUJIFILM,X-T3,1600,50,8,1/250,0,1,1,1,2,1,0,1
SLi2gBpbRZU,FUJIFILM,X-T20,400,35,1.4,1/250,0,0,0,0,0,1,0,0
L_zCAwr-qy4,Canon,Canon EOS 5D Mark III,100,16,16,1.6,0,0,0,1,2,0,0,0
0vyC_VrdoNw,Canon,Canon EOS Rebel T6,200,55,7.1,1/125,0,0,0,1,2,1,0,1
xdrDaaZVrPs,NIKON CORPORATION,NIKON D5200,250,72,4.5,1/400,0,0,0,1,1,2,0,1
mz8g8vyu-bs,NIKON CORPORATION,NIKON D5300,800,50,4,1/320,1,1,1,1,1,2,0,1
1WhW787C2UE,NIKON CORPORATION,NIKON Z 6,,,,,1,,,,,,,
jXFooDkFZRY,SONY,ILCE-5100,200,10,4,1/200,1,0,0,1,1,1,0,0
bCqZor3BOu0,Canon,Canon EOS 5D Mark IV,100,59,2.8,1/250,1,0,0,0,0,1,0,1
SFm_vwwUQB8,Apple,iPhone X,,6,2.4,1/320,0,,,0,0,2,0,0
q8NMyGEDM9E,Canon,Canon EOS 5DS R,640,24,2.8,1/160,0,1,1,0,0,1,0,0
tkn_izTEVGo,Canon,Canon EOS 6D,800,35,1.8,1/30,0,1,1,0,0,1,0,0
5yFOvJZp7Rg,Canon,Canon EOS 6D Mark II,160,90,2.8,1/15,1,0,0,0,0,1,1,2
11TE66G5yKQ,DJI,FC220,100,4.7,2.2,1/130,0,0,0,0,0,1,0,0
u81x4y7hnS4,FUJIFILM,X-T1,800,35,8,1/180,0,1,1,1,2,1,0,0
OyDixmvpz2c,Canon,Canon EOS 6D,100,35,1.8,1/400,0,0,0,0,0,2,0,0
GvR6IODtYd0,SONY,ILCE-7M3,100,37,4,1/1250,1,0,0,1,1,2,0,1
nBNJbf37_KM,Canon,Canon EOS 700D,100,50,1.8,1/4000,0,0,0,0,0,2,0,1
gXThod201sU,FUJIFILM,X-Pro2,400,23,2,1/800,1,0,0,0,0,2,0,0
7dDNhPqiExE,Hasselblad,L1D-20c,400,10.3,9,1/100,0,0,0,1,2,1,0,0
qmeV6x8Hn6k,FUJIFILM,X-T2,2500,56,1.2,1/125,1,1,2,0,0,1,0,1
BjYD9PvnOHc,SONY,DSC-RX100,125,10.4,4.5,1/100,1,0,0,1,1,1,0,0
KkLSRIT4_zY,SONY,ILCE-7M2,320,150,2.8,1/1250,0,0,0,0,0,2,1,2
26VKCeAosV0,FUJIFILM,X-T2,1000,56,1.2,1/125,1,1,1,0,0,1,0,1
shdHATuLZAs,,,,,,,0,,,,,,,
7jXeOA3Hil0,SONY,ILCE-7M2,100,14,8,1/100,1,0,0,1,2,1,0,0
jab28lxz9RY,Canon,Canon EOS 6D Mark II,250,50,8,1/250,0,0,0,1,2,1,0,1
pCH8usqjl44,Canon,Canon EOS 5D Mark III,50,45,2,1/125,0,0,0,0,0,1,0,1
GGyvqO9Iw54,Canon,Canon EOS 100D,125,22,9,1/40,1,0,0,1,2,1,0,0
lBtdlA2voBY,Canon,Canon EOS 5D Mark IV,100,35,1.8,1/400,0,0,0,0,0,2,0,0
HT_tLT8mGLA,Canon,Canon EOS 5D Mark III,200,190,9,1/80,1,0,0,1,2,1,1,2
8AQMNQNaqHk,DJI,FC1102,100,4.5,2.6,1/1250,1,0,0,0,0,2,0,0
1HQMBoUPhVk,FUJIFILM,X100F,500,23,5.6,1/125,0,1,1,1,1,1,0,0
sy7hBaKkn3Y,Canon,Canon EOS 200D,100,50,1.8,1/250,0,0,0,0,0,1,0,1
D_gGEQyfcNo,SONY,ILCE-7RM2,4000,14,2.8,15,1,1,2,0,0,0,0,0
SGtOBqmWn6k,Canon,Canon EOS 77D,100,50,2.8,1/800,0,0,0,0,0,2,0,1
GofPJyMdNvk,SONY,ILCE-7M3,200,150,5,1/800,1,0,0,1,1,2,1,2
xZ6VZtdfotQ,,,,,,,0,,,,,,,
f29f7NonqdM,SONY,ILCE-6300,6400,35,1.8,1/60,1,1,2,0,0,1,0,0
vvjWoI-r2v0,Canon,Canon EOS 5D Mark IV,100,24,2.5,1/1250,1,0,0,0,0,2,0,0
4foObuXP7fY,FUJIFILM,X-H1,400,110,13,1/800,1,0,0,1,2,2,1,2
brKCHU0Xo5s,FUJIFILM,X100F,1000,23,2,1/4000,1,1,1,0,0,2,0,0
Wnts0njP-n0,Canon,Canon EOS Rebel T6,100,32,8,1/160,1,0,0,1,2,1,0,0
mSL1shtsWFU,NIKON CORPORATION,NIKON D300,200,60,20,1/80,1,0,0,1,2,1,0,1
JpAxWXEikTw,Canon,Canon EOS 5D Mark III,100,33,16,0.4,0,0,0,1,2,0,0,0
9rC6w_49RSE,,,,,,,1,,,,,,,
jcJT41efAtc,Canon,Canon EOS 5D Mark IV,100,200,4.5,1/320,0,0,0,1,1,2,1,2
mLRLWYpfbhE,NIKON CORPORATION,NIKON D5500,125,40,11,1/50,0,0,0,1,2,1,0,1
tnVZoP9uTz4,Canon,Canon EOS 6D,2500,24,1.4,1,0,1,2,0,0,0,0,0
JUn6Ja1-Lgw,SONY,ILCE-7M2,50,135,5.6,1/50,1,0,0,1,1,1,1,2
zxm-sfq5ABk,Canon,Canon EOS 1100D,160,50,4.5,1/250,0,0,0,1,1,1,0,1
vh45wCZMRyA,NIKON CORPORATION,NIKON D90,200,18,3.5,1/250,1,0,0,0,1,1,0,0
MMDncp3OSgI,FUJIFILM,X-T10,200,55,4,1/60,1,0,0,1,1,1,0,1
cqUMTyd-M9M,,,,,,,0,,,,,,,
XlxJUmDNKcE,Canon,Canon EOS 6D Mark II,400,18,2.8,1/320,0,0,0,0,0,2,0,0
3ID-G4-2Gp4,,,,,,,0,,,,,,,
4A1pfhfUR4E,DJI,FC6310,100,8.8,3.2,1/40,1,0,0,0,1,1,0,0
1CK8-u2oisU,SONY,ILCE-7M2,1600,45,8,1/500,0,1,1,1,2,2,0,1
c19qlljAdjI,,,,,,,1,,,,,,,
-Oo_nApUwRg,Canon,Canon EOS 5D,100,50,3.5,1/2000,1,0,0,0,1,2,0,1
fW8Q8zzgCw4,Canon,Canon EOS 6D Mark II,800,40,4,30,1,1,1,1,1,0,0,1
UAWnUJFdk6Q,Canon,Canon EOS 6D,100,35,1.4,1/200,0,0,0,0,0,1,0,0
A9WWcz9IoPE,NIKON CORPORATION,NIKON D3100,100,50,2.8,1/500,0,0,0,0,0,2,0,1
VVi6wHOJFhk,Canon,Canon EOS 80D,800,50,5.6,1/640,1,1,1,1,1,2,0,1
ds3vdSK8z74,Canon,Canon EOS 80D,800,10,6.3,1/3200,0,1,1,1,2,2,0,0
s8Nmm-wVRT4,SONY,ILCE-6000,160,50,2.4,1/4000,1,0,0,0,0,2,0,1
SAKLELG-pO8,Canon,Canon EOS 60D,400,50,1.8,1/80,0,0,0,0,0,1,0,1
spofKLaPkbI,Canon,Canon EOS 6D,3200,20,1.4,5,0,1,2,0,0,0,0,0
TfM9PYTlXd8,Canon,Canon EOS REBEL T2i,100,24,2.8,1/4000,0,0,0,0,0,2,0,0
rhF7NE0ae-I,SONY,ILCE-7RM2,100,70,9,1/60,1,0,0,1,2,1,0,1
RXLcE7vNrMQ,FUJIFILM,X100F,400,23,4,1/1900,0,0,0,1,1,2,0,0
0K8f4RRMFhA,Sony,A6000,100,210,6.3,1/640,0,0,0,1,2,2,1,2
HlQmF9_Uqmc,,,,,,,1,,,,,,,
gz9XbG7Vc-Y,SONY,ILCE-7M2,125,85,2,1/320,0,0,0,0,0,2,0,1
_oRt0kO6W-s,SONY,ILCE-5100,400,19,5,1/250,0,0,0,1,1,1,0,0
Ay67yB6vmF8,Panasonic,DMC-G70,500,234,5.2,1/500,0,1,1,1,1,2,1,2
Rj2Xuc6-cd0,SONY,ILCE-7SM2,100,70,10,1/250,1,0,0,1,2,1,0,1
ipmG_8rHIzA,,,,,,,1,,,,,,,
S9wM0RPfvVE,SONY,ILCE-7RM3,250,85,1.4,1/8000,0,0,0,0,0,2,0,1
iWzDerwDCGE,SONY,ILCE-6000,250,,1.7,1/1250,0,0,0,0,0,2,,
3nyfPeQc_VM,FUJIFILM,X-T3,80,1,2.8,1/250,0,0,0,0,0,1,0,0
vYVE1vbBxEY,NIKON CORPORATION,NIKON D5200,320,18,4,1/50,0,0,0,1,1,1,0,0
23tp6td7hg4,,,,,,,1,,,,,,,
T7_AuYztnKU,Canon,Canon EOS 80D,320,24,1.4,1/50,0,0,0,0,0,1,0,0
IHQDaOrEsAo,Canon,Canon EOS 6D Mark II,8000,20,1.4,4,0,1,2,0,0,0,0,0
qk6CnpKNmVw,SONY,ILCE-7RM2,800,24,2.8,1/250,1,1,1,0,0,1,0,0
3jUtwWpi_fQ,,,,,,,0,,,,,,,
N1KHs5gUVOg,DJI,FC2103,100,4.5,2.8,1/320,0,0,0,0,0,2,0,0
CK_NbNhyTHo,NIKON CORPORATION,NIKON Z 6,200,14,16,30,1,0,0,1,2,0,0,0
4tw78ktweeM,OLYMPUS IMAGING CORP.,E-420,100,17,3.5,1/1600,0,0,0,0,1,2,0,0
Fkvto-ziiYs,NIKON CORPORATION,NIKON D7500,5000,500,6.3,1/1250,0,1,2,1,2,2,1,2
w6elADh_jww,NIKON CORPORATION,NIKON D3200,280,50,5.6,1/125,1,0,0,1,1,1,0,1
6o8pjwSEg04,NIKON CORPORATION,NIKON D600,1250,20,2.8,30,0,1,1,0,0,0,0,0
BEBWuGgnF6c,FUJIFILM,X100F,400,23,4,1/125,0,0,0,1,1,1,0,0
XQhnWsv7SUk,Canon,Canon EOS 5D Mark IV,250,35,3.5,1/250,0,0,0,0,1,1,0,0
wxf1dzHyhM4,SONY,ILCE-9,160,50,1.8,1/5000,1,0,0,0,0,2,0,1
XzFOfXOMq-4,Hasselblad,L1D-20c,100,10.3,4.5,1/200,1,0,0,1,1,1,0,0
yUmV_-rFc1U,Canon,Canon EOS 80D,100,55,4,1/125,0,0,0,1,1,1,0,1
cxK8AoqYO60,Canon,Canon EOS 5D Mark III,100,135,9,1.3,0,0,0,1,2,0,1,2
ZQ8RQKjrDk0,Canon,Canon EOS 80D,320,100,8,1/200,0,0,0,1,2,1,1,2
9XzyEzPAHMI,SONY,ILCE-7RM3,100,24,2.2,1/2000,0,0,0,0,0,2,0,0
kwZKWu3OqzU,Canon,Canon EOS 1000D,100,50,2,1/1600,1,0,0,0,0,2,0,1
yBHk4q4BRb4,Canon,Canon EOS 80D,100,38,9,1/200,1,0,0,1,2,1,0,1
77tmUDDpsoI,NIKON CORPORATION,NIKON D800E,640,16,6.3,1/4,0,1,1,1,2,1,0,0
MKk35igap1Y,Panasonic,DMC-G80,400,45,2.8,1/1000,1,0,0,0,0,2,0,1
ZhRkvdDgK78,Canon,Canon EOS 5D Mark III,8000,600,7.1,1/1250,1,1,2,1,2,2,1,2
qB3JKBvdOIA,Canon,Canon EOS 5D Mark IV,320,50,2.2,1/320,1,0,0,0,0,2,0,1
kicZLoMAE1g,Canon,Canon EOS 6D,160,35,3.5,1/250,0,0,0,0,1,1,0,0
03E-nfoFKtE,Canon,Canon EOS 77D,800,50,3.2,3.2,0,1,1,0,1,0,0,1
62Lg21FWBys,Apple,iPhone XR,,,,,0,,,,,,,
_kB9NKpErH4,Canon,Canon EOS 5D Mark III,50,165,2.8,1/400,1,0,0,0,0,2,1,2
Lm-ny3YsYkk,SONY,ILCE-7M2,500,19,5,1/640,0,1,1,1,1,2,0,0
JQUefbmwQg0,NIKON CORPORATION,NIKON D600,400,20,1.4,1/500,0,0,0,0,0,2,0,0
8qXnX2T_3mo,NIKON CORPORATION,NIKON D600,1000,20,1.4,1/100,1,1,1,0,0,1,0,0
KH5L9K4nJh8,Canon,Canon EOS-1D Mark II,1250,50,1.8,1/60,0,1,1,0,0,1,0,1
5ckOdg-HQ0A,NIKON CORPORATION,NIKON D5,1600,500,5.6,1/8000,0,1,1,1,1,2,1,2
HPTHeRbINXw,Hasselblad,L1D-20c,100,10.3,4,1/1600,0,0,0,1,1,2,0,0
oYZJ_4VL_zc,NIKON CORPORATION,NIKON D3400,100,85,1.8,1/4000,0,0,0,0,0,2,0,1
7bAqlUpQSkc,SONY,ILCE-7M3,250,35,1.8,1/60,0,0,0,0,0,1,0,0
AswhiuXqHLw,FUJIFILM,X100F,100,23,2.8,1/4000,0,0,0,0,0,2,0,0
ppWbe_wFSx4,SONY,ILCE-7,,70,8,1/400,0,,,1,2,2,0,1
-rshDVyLGxI,NIKON CORPORATION,NIKON D3300,400,55,1.2,1/1000,0,0,0,0,0,2,0,1
Wn3sQGy4Zw0,FUJIFILM,X-A2,500,34,5,1/15,1,1,1,1,1,1,0,0
Kl-NNqvHCgw,NIKON CORPORATION,NIKON D800E,250,28,2.8,1/25,1,0,0,0,0,1,0,0
8TMaXnXF9_8,Canon,Canon EOS REBEL T2i,100,50,1.8,1/250,1,0,0,0,0,1,0,1
qztBRIrU1FM,Canon,Canon EOS 77D,100,50,8,1/13,0,0,0,1,2,1,0,1
04VqnOF96V8,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,100,120,4,1/80,0,0,0,1,1,1,1,2
liiTJ3K0SzM,Panasonic,DC-GH5,200,35,2.8,1/5000,1,0,0,0,0,2,0,0
RkuRHfcTNGY,DJI,FC220,100,4.7,2.2,1/800,1,0,0,0,0,2,0,0
imX1IGh-A9Q,Canon,Canon EOS 600D,1600,24,2.8,15,1,1,1,0,0,0,0,0
1Gy6L3iJyUI,MAKER NAME,96660,100,2.8,1.8,1/690,1,0,0,0,0,2,0,0
J7rRzjba-kY,,,,,,,1,,,,,,,
NCFDCgj-2mM,Canon,Canon EOS 80D,100,50,1.8,1/4000,0,0,0,0,0,2,0,1
B106SNvqDKQ,NIKON CORPORATION,NIKON D850,500,195,5.3,1/2000,1,1,1,1,1,2,1,2
RdDTrEeDAV0,Canon,Canon EOS 6D,100,85,3.5,6,0,0,0,0,1,0,0,1
g0wj801aNio,SONY,ILCE-7M2,6400,300,5.6,1/1250,1,1,2,1,1,2,1,2
gsm7yMaIhFc,DJI,FC220,100,4.7,2.2,1/280,1,0,0,0,0,2,0,0
HVDGuo36s6k,Canon,Canon EOS 80D,320,123,8,1/100,0,0,0,1,2,1,1,2
oo-3ZKYjKDk,SONY,ILCE-7M3,100,50,1.8,1/500,1,0,0,0,0,2,0,1
0EOzs194BXQ,,,,,,,0,,,,,,,
2HGOde2Wyy8,Canon,Canon EOS 5D Mark IV,100,400,5.6,1/1000,0,0,0,1,1,2,1,2
-gGv1jOWTrI,NIKON CORPORATION,NIKON D850,200,105,3.2,1/200,0,0,0,0,1,1,1,2
i_NIPjipLMY,SONY,ILCE-6300,800,,,1/200,0,1,1,,,1,,
3pR7d-tIRx8,Canon,Canon EOS 5D Mark IV,100,50,2.8,1/160,0,0,0,0,0,1,0,1
a5kLiYV4ymM,Canon,Canon EOS 6D,160,50,2.8,1/640,1,0,0,0,0,2,0,1
9FvZfRKKfH8,Canon,Canon EOS 6D,125,50,10,1/125,1,0,0,1,2,1,0,1
QTnOhxGJZkk,ASI,ZWO 294 MC,,952,7.5,,1,,,1,2,,1,2
NcociWzk23A,SONY,ILCE-7RM3,400,70,5.6,1/1600,0,0,0,1,1,2,0,1
RFSIWpa5hcM,SONY,ILCE-7RM3,250,35,2.8,1/320,0,0,0,0,0,2,0,0
ixHqF3BKPtQ,Canon,Canon EOS 6D Mark II,125,100,2.8,1/160,0,0,0,0,0,1,1,2
dSZQC7vVf5M,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,400,120,6.7,1/160,1,0,0,1,2,1,1,2
F1cMxMqk0Vc,Canon,Canon EOS R,200,35,1.4,1/800,0,0,0,0,0,2,0,0
Ay69ybDp6hY,NIKON CORPORATION,NIKON D3300,200,40,9,1/320,0,0,0,1,2,2,0,1
VDtri1mF1Ts,Canon,Canon EOS 5D Mark IV,6400,35,1.4,1/100,1,1,2,0,0,1,0,0
NljdMbT3s30,,,,,,,1,,,,,,,
xLHhmLzCeMs,,,,,,,1,,,,,,,
m4b3fR6H8Vo,DJI,FC220,131,4.7,2.2,1/50,0,0,0,0,0,1,0,0
DX4KN-8EANI,NIKON CORPORATION,NIKON D850,200,70,6.3,1/125,0,0,0,1,2,1,0,1
z0DHUeJNHzk,Apple,iPhone 11,125,4.2,1.8,1/80,1,0,0,0,0,1,0,0
ZLjrk4UjPvE,Canon,Canon EOS 5DS R,160,24,8,1/500,1,0,0,1,2,2,0,0
HCKPZdKaFgA,NIKON CORPORATION,NIKON D5300,125,35,1.8,1/640,0,0,0,0,0,2,0,0
B39sytfI0-4,Canon,Canon EOS 7D Mark II,800,100,8,1/250,1,1,1,1,2,1,1,2
v_yeUb8gsMs,Canon,Canon EOS 5DS,100,50,1.4,1/2000,1,0,0,0,0,2,0,1
6BLnW7Isv54,Canon,Canon EOS 5D Mark III,50,200,2.8,1/800,1,0,0,0,0,2,1,2
OAyXVWP5I9U,SONY,ILCE-7M3,500,50,1.4,1/50,0,1,1,0,0,1,0,1
jqiTbIxmczg,SONY,ILCE-7RM2,320,75,7.1,1/320,1,0,0,1,2,2,0,1
9eYQEm88MZw,SONY,ILCE-6000,500,,,1/1600,0,1,1,,,2,,
-w3-YDg_VKU,"FUJI PHOTO FILM CO., LTD.",SP-3000,,,,,1,,,,,,,
-BkZzidZIZg,FUJIFILM,X-H1,400,142.7,4.7,1/400,0,0,0,1,1,2,1,2
xxPXH7azBVs,NIKON CORPORATION,NIKON D750,100,85,2.2,1/4000,1,0,0,0,0,2,0,1
kLKg4fJlmqM,SONY,ILCE-7RM2,400,75,5.6,1/80,0,0,0,1,1,1,0,1
JUo8JF6SUbQ,Apple,iPhone X,20,4,1.8,1/640,0,0,0,0,0,2,0,0
QG4QBzAEU9w,Canon,Canon EOS 1300D,100,50,3.2,1/125,0,0,0,0,1,1,0,1
q_NLGaRfhU8,Canon,Canon EOS 1200D,400,24,2.8,1/30,0,0,0,0,0,1,0,0
QNJdCsluIoI,NIKON CORPORATION,NIKON D5200,100,18,5.6,1/500,0,0,0,1,1,2,0,0
5wlMDWjGBJ4,NIKON CORPORATION,NIKON D810A,200,24,16,1/250,0,0,0,1,2,1,0,0
RqKle-djsbQ,Canon,Canon EOS 5D Mark IV,250,35,6.3,1/400,0,0,0,1,2,2,0,0
jOehN-ZTMsY,NIKON CORPORATION,NIKON D5100,100,50,1.8,1/2500,0,0,0,0,0,2,0,1
DlpndKgJ8HQ,FUJIFILM,X100F,800,23,2,1/56,1,1,1,0,0,1,0,0
LLLnUHX161k,SONY,ILCE-7RM2,125,24,9,1/100,0,0,0,1,2,1,0,0
4vIcdTe4RLs,Canon,Canon EOS Rebel T6i,125,31,4,1/40,0,0,0,1,1,1,0,0
aXs0W48kXaM,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,400,120,8,1/125,0,0,0,1,2,1,1,2
ZSjEf0EABqU,SONY,ILCE-7M3,1250,31,2.8,1/40,0,1,1,0,0,1,0,0
Cs7AyxBKawQ,Canon,Canon EOS 5D Mark III,50,130,2.8,1/800,1,0,0,0,0,2,1,2
dHjsE2sEiDw,NIKON CORPORATION,NIKON D7200,100,56,13,1/200,1,0,0,1,2,1,0,1
i-toUzanTJE,OLYMPUS CORPORATION,TG-5,100,4.5,2.8,1/400,1,0,0,0,0,2,0,0
CsP9SwLpe_Y,Canon,Canon EOS 5D Mark II,100,50,1.4,1/250,0,0,0,0,0,1,0,1
6Omj65__XW8,SONY,ILCE-7M3,6400,14,2.8,30,1,1,2,0,0,0,0,0
B7ifBgRXDI4,NIKON CORPORATION,NIKON D3100,100,50,1.8,1/640,0,0,0,0,0,2,0,1
QDqZswbvIMg,SONY,ILCE-7M3,100,75,2.8,1/5000,0,0,0,0,0,2,0,1
m6iJEDrtk4I,,,,,,,0,,,,,,,
grWwLCSRr4o,SONY,ILCE-6500,100,30,2.5,1/1250,0,0,0,0,0,2,0,0
xbbf342IqCg,Canon,Canon EOS 5D Mark II,800,50,2,1/40,1,1,1,0,0,1,0,1
dld1xhMdpos,SONY,ILCE-7RM3,50,94,22,0.5,1,0,0,1,2,0,1,2
4BvvvgTBObw,Canon,Canon EOS 6D Mark II,100,24,1.6,1/500,0,0,0,0,0,2,0,0
tHTKMBMmidA,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,200,120,4,1/80,0,0,0,1,1,1,1,2
i1T50iU9GV4,NIKON CORPORATION,NIKON D5300,160,50,9.5,1/90,0,0,0,1,2,1,0,1
ALp9JMO5bpA,Canon,Canon EOS 6D,500,20,5,1/80,0,1,1,1,1,1,0,0
zqYuaK1nZiM,DJI,FC6310S,100,8.8,4.5,1/120,1,0,0,1,1,1,0,0
2bpKjY8tuSI,Canon,Canon EOS 80D,2000,70,4,1/1000,0,1,2,1,1,2,0,1
BGiBzTZVewM,,,,,,,0,,,,,,,
YbONK6x4ni8,Canon,Canon EOS 6D Mark II,250,100,11,1/80,0,0,0,1,2,1,1,2
djV34LaV0OQ,,,,,,,0,,,,,,,
ZsvV6tcEQLQ,SONY,ILCE-7M2,250,0,,1/60,1,0,0,,,1,,
j8vAzje0O64,samsung,SM-G960F,50,4.3,2.4,1/1400,0,0,0,0,0,2,0,0
mDHMoOuDe34,SONY,ILCE-6300,100,28,3.2,1/125,0,0,0,0,1,1,0,0
iVCQpLfXZJQ,Canon,Canon EOS 80D,100,35,4.5,1/2000,1,0,0,1,1,2,0,0
2_kiYSibmh4,Canon,Canon EOS 5D Mark III,100,20,2.8,1/125,0,0,0,0,0,1,0,0
1dnK-j-difg,Canon,Canon EOS 5D Mark III,320,300,9.5,1/250,0,0,0,1,2,1,1,2
fMu-nle0Hq0,SONY,ILCE-6300,200,21,4,1/160,0,0,0,1,1,1,0,0
LCTm9Q6Woo8,NIKON CORPORATION,NIKON D7000,160,105,6.3,1/125,0,0,0,1,2,1,1,2
ydS1df6jm8U,Fujifilm,X-T2,200,,8,1/30,0,0,0,1,2,1,,
l_UgfCscje0,SONY,ILCE-7RM4,100,17,11,1/40,1,0,0,1,2,1,0,0
88PnZ92Tne4,NIKON CORPORATION,NIKON D800E,1800,60,8,1/125,0,1,2,1,2,1,0,1
ZEKHSCxtcCU,Canon,Canon EOS 80D,100,50,5,1/500,0,0,0,1,1,2,0,1
WFTW5yFkxTM,FUJIFILM,X-T2,400,23,3.2,1/250,1,0,0,0,1,1,0,0
rq6tkSvaPUc,FUJIFILM,FinePix X100,320,23,16,1/250,0,0,0,1,2,1,0,0
S9HQmqJGpxM,Canon,Canon EOS 5D Mark III,500,55,7.1,1/125,0,1,1,1,2,1,0,1
3bOcN07-iKo,Canon,Canon EOS 5DS,125,400,5.6,1/1250,0,0,0,1,1,2,1,2
ZCnvMXqa9ho,Canon,Canon EOS 5D Mark IV,125,50,1.4,1/2000,0,0,0,0,0,2,0,1
3j45Gy-WkyA,Canon,Canon EOS 60D,800,24,4,1/60,0,1,1,1,1,1,0,0
IidekB9mfig,SONY,ILCE-7M3,320,90,5.6,1/100,1,0,0,1,1,1,1,2
piJlXYXJljI,Canon,Canon EOS R,1600,35,1.8,1/1250,0,1,1,0,0,2,0,0
216n_hbm5HU,NIKON CORPORATION,NIKON D610,160,35,1.8,1/1250,0,0,0,0,0,2,0,0
WquLr1q8pUw,Hasselblad,X1D II 50C,800,45,3.5,1/45,1,1,1,0,1,1,0,1
tNhsb1k1jkE,SONY,ILCE-7RM2,100,200,8,1/125,1,0,0,1,2,1,1,2
87111nn8z_w,Apple,iPhone 7 Plus,25,4,1.8,1/60,0,0,0,0,0,1,0,0
cUNADszVGeg,FUJIFILM,X-H1,250,20.5,9,1/500,1,0,0,1,2,2,0,0
TTveHxcmDKw,SONY,ILCE-7M3,400,85,1.4,1/320,0,0,0,0,0,2,0,1
zTzwCsh3EEw,SONY,ILCE-7M3,3200,24,8,1,0,1,2,1,2,0,0,0
vBwbe7mARBc,SONY,ILCE-7M3,200,35,6.3,1/200,0,0,0,1,2,1,0,0
YicdGUlR8kY,,,,,,,0,,,,,,,
wxKsq4LLEDM,Canon,Canon EOS 5DS R,1250,31,5.6,1/125,1,1,1,1,1,1,0,0
uButEWo8xs4,,,,,,,0,,,,,,,
